upc,title,category,price,currency,rating_1_to_5,in_stock,stock_count,source_url,scraped_at_utc
70ed59f194b3c556,A World of Flavor: Your Gluten Free Passport,Default,42.95,GBP,1,yes,16,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,2026-09-17T11:12:22Z
8a380641491d43ed,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,56.76,GBP,5,yes,16,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,2026-09-17T11:12:23Z
f733e8c19d40ec2e,A Murder in Time,Mystery,16.64,GBP,1,yes,16,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,2026-09-17T11:12:24Z
3a6fb983e2554023,A Flight of Arrows (The Pathfinders #2),Historical Fiction,55.53,GBP,5,yes,16,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,2026-09-17T11:12:25Z
842790dfaa937484,A Fierce and Subtle Poison,Young Adult,28.13,GBP,4,yes,16,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,2026-09-17T11:12:26Z
01d2001ac1e6f8a3,A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,52.37,GBP,1,yes,16,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,2026-09-17T11:12:28Z
e4ac92d89b946781,(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,54.0,GBP,5,yes,16,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,2026-09-17T11:12:29Z
796c87ddbbaaf8c5,You Are What You Love: The Spiritual Power of Habit,Religion,21.87,GBP,4,yes,15,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,2026-09-17T11:12:30Z
9270575728a13a61,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,43.3,GBP,4,yes,15,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,2026-09-17T11:12:31Z
b8736690cf263a3c,Tuesday Nights in 1980,Fiction,21.04,GBP,2,yes,15,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,2026-09-17T11:12:32Z
d7d6d50c1e3d0b81,Tracing Numbers on a Train,Default,41.6,GBP,3,yes,15,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,2026-09-17T11:12:33Z
590a9cccf7db9f7d,Throne of Glass (Throne of Glass #1),Fantasy,35.07,GBP,3,yes,15,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,2026-09-17T11:12:34Z
de3f25248ba0789f,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,59.64,GBP,1,yes,15,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,2026-09-17T11:12:35Z
bc2a85fd35fdc7bd,Thirteen Reasons Why,Default,52.72,GBP,1,yes,15,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,2026-09-17T11:12:37Z
37c0cb19713d8dda,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,58.08,GBP,4,yes,15,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,2026-09-17T11:12:38Z
623e1a180426039b,The Wedding Dress,Romance,24.12,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,2026-09-17T11:12:39Z
fd3a622648667296,The Vacationers,Fiction,42.15,GBP,4,yes,15,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,2026-09-17T11:12:40Z
3bebf34ee9330cbd,The Third Wave: An Entrepreneur’s Vision of the Future,Business,12.61,GBP,5,yes,15,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,2026-09-17T11:12:41Z
f5a92cff83897d48,The Stranger,Philosophy,17.44,GBP,4,yes,15,https://books.toscrape.com/catalogue/the-stranger_861/index.html,2026-09-17T11:12:42Z
d6361d16212664ed,The Shadow Hero (The Shadow Hero),Sequential Art,33.14,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,2026-09-17T11:12:45Z
961f18db4f138211,The Secret (The Secret #1),Default,27.37,GBP,4,yes,15,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,2026-09-17T11:12:46Z
0651062381f0636a,The Regional Office Is Under Attack!,Fiction,51.36,GBP,5,yes,15,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,2026-09-17T11:12:47Z
e98a4efa85070c2f,The Psychopath Test: A Journey Through the Madness Industry,Default,36.0,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,2026-09-17T11:12:48Z
790ef197c8f236f5,The Project,Science Fiction,10.65,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-project_856/index.html,2026-09-17T11:12:49Z
8ec14b1576cb7cb5,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,43.54,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,2026-09-17T11:12:50Z
209adad1015af86f,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,38.21,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,2026-09-17T11:12:51Z
e4c7f3487d17fd42,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,37.34,GBP,5,yes,15,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,2026-09-17T11:12:53Z
c7b5183f4d1d4efe,The Murder of Roger Ackroyd (Hercule Poirot #4),Mystery,44.1,GBP,4,yes,15,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,2026-09-17T11:12:54Z
99ff4cc6491e8f5c,The Mistake (Off-Campus #2),New Adult,43.29,GBP,3,yes,15,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,2026-09-17T11:12:55Z
08db62f24627e71f,The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,55.85,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,2026-09-17T11:12:56Z
e28e330cbdf01126,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,37.6,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,2026-09-17T11:12:57Z
abeafe151a587d3b,The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,2026-09-17T11:12:58Z
eac1a180047ad54e,The Kite Runner,Default,41.82,GBP,4,yes,15,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,2026-09-17T11:12:59Z
9287e238d7c3b06e,The House by the Lake,Historical Fiction,36.95,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,2026-09-17T11:13:01Z
2dbb7ec08cdd7f3c,The Glittering Court (The Glittering Court #1),Fantasy,44.28,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,2026-09-17T11:13:02Z
e956d67c9bcc5809,The Girl on the Train,Default,55.02,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,2026-09-17T11:13:03Z
42d0d7c92b75fc1c,The Genius of Birds,Nonfiction,17.24,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,2026-09-17T11:13:04Z
d6670dfe3e7b42bd,The Emerald Mystery,Default,23.15,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,2026-09-17T11:13:05Z
96a38e7c813d8f1d,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,41.25,GBP,1,yes,15,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,2026-09-17T11:13:06Z
efc3768127714ec3,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Default,32.0,GBP,3,yes,15,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,2026-09-17T11:13:09Z
dd047728de72ad62,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,38.49,GBP,5,yes,15,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,2026-09-17T11:13:10Z
e7469e22b5bfb3e7,The Art of War,Default,33.34,GBP,5,yes,15,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,2026-09-17T11:13:11Z
c99761a700ade23f,The Argonauts,Autobiography,10.93,GBP,2,yes,15,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,2026-09-17T11:13:12Z
56e4f9eab2e8e674,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,27.55,GBP,3,yes,15,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,2026-09-17T11:13:13Z
203b7f94b7d6115f,Suddenly in Love (Lake Haven #1),Romance,55.99,GBP,2,yes,15,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,2026-09-17T11:13:14Z
ca71e72655bece85,Something More Than This,Romance,16.24,GBP,4,yes,15,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,2026-09-17T11:13:15Z
2a70769cdc6eb8b8,Soft Apocalypse,Science Fiction,26.12,GBP,2,yes,15,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,2026-09-17T11:13:17Z
1b33663ad7b95fd8,So You've Been Publicly Shamed,Nonfiction,12.23,GBP,2,yes,15,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,2026-09-17T11:13:18Z
0e0dcc3339602b28,Shoe Dog: A Memoir by the Creator of NIKE,Business,23.99,GBP,2,yes,15,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,2026-09-17T11:13:19Z
0c27e6c3744fc14b,"Shobu Samurai, Project Aryoku (#3)",Add a comment,29.06,GBP,3,yes,15,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,2026-09-17T11:13:20Z
ad04ad9fc179fc5d,Secrets and Lace (Fatal Hearts #1),Default,20.27,GBP,1,yes,15,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,2026-09-17T11:13:21Z
1c929cfd16b71907,Scarlett Epstein Hates It Here,Young Adult,43.55,GBP,5,yes,15,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,2026-09-17T11:13:22Z
e656e280bc8edd56,Romero and Juliet: A Tragic Tale of Love and Zombies,Default,36.94,GBP,1,yes,15,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,2026-09-17T11:13:23Z
b53db2271c9624f7,Redeeming Love,Christian Fiction,20.47,GBP,5,yes,15,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,2026-09-17T11:13:25Z
d9c643fa1fc57bdb,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,41.06,GBP,1,yes,15,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,2026-09-17T11:13:26Z
31001a1210623bd4,Poems That Make Grown Women Cry,Poetry,14.19,GBP,4,yes,15,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,2026-09-17T11:13:27Z
50b8f80311b31ede,"Nightingale, Sing",Young Adult,38.28,GBP,1,yes,15,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,2026-09-17T11:13:28Z
cfeb1e1e0e695b58,Night Sky with Exit Wounds,Poetry,41.05,GBP,1,yes,15,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,2026-09-17T11:13:29Z
a40723994f715420,Mrs. Houdini,Historical Fiction,30.25,GBP,5,yes,15,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,2026-09-17T11:13:30Z
caf4fe9311f1dc59,Modern Romance,Add a comment,28.26,GBP,5,yes,15,https://books.toscrape.com/catalogue/modern-romance_820/index.html,2026-09-17T11:13:33Z
af96613fdd793a3c,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),Default,10.76,GBP,1,yes,15,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,2026-09-17T11:13:34Z
d69dd8dac66f9f84,Louisa: The Extraordinary Life of Mrs. Adams,Biography,16.85,GBP,2,yes,15,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,2026-09-17T11:13:35Z
4aa03792b50f0b22,Little Red,Childrens,13.47,GBP,3,yes,15,https://books.toscrape.com/catalogue/little-red_817/index.html,2026-09-17T11:13:36Z
ba54932df84e8cea,Library of Souls (Miss Peregrine’s Peculiar Children #3),Young Adult,48.56,GBP,5,yes,15,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,2026-09-17T11:13:37Z
c1afd71fc86bf682,Large Print Heart of the Pride,Default,19.15,GBP,2,yes,15,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,2026-09-17T11:13:38Z
fd8585283fc7d2d7,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,57.36,GBP,4,yes,15,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,2026-09-17T11:13:39Z
4ce91d31c1e57c33,Hollow City (Miss Peregrine’s Peculiar Children #2),Fantasy,42.98,GBP,1,yes,15,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,2026-09-17T11:13:41Z
d163dd6c352fbcd2,Grumbles,Default,22.16,GBP,2,yes,15,https://books.toscrape.com/catalogue/grumbles_812/index.html,2026-09-17T11:13:42Z
ce60436f52c5ee68,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Travel,49.43,GBP,4,yes,15,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,2026-09-17T11:13:43Z
116a2fdc9a45bab0,Frostbite (Vampire Academy #2),Young Adult,29.99,GBP,5,yes,15,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,2026-09-17T11:13:44Z
8585760646e3aa2a,Follow You Home,Horror,21.36,GBP,1,yes,15,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,2026-09-17T11:13:45Z
2f88b08bf0a0e367,First Steps for New Christians (Print Edition),Default,29.0,GBP,1,yes,15,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,2026-09-17T11:13:46Z
edb3097e71330040,Finders Keepers (Bill Hodges Trilogy #2),Fiction,53.53,GBP,5,yes,15,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,2026-09-17T11:13:47Z
65d034adf80834b7,"Fables, Vol. 1: Legends in Exile (Fables #1)",Sequential Art,41.62,GBP,4,yes,15,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,2026-09-17T11:13:49Z
29c0025455f8c585,Eureka Trivia 6.0,Default,54.59,GBP,4,yes,15,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,2026-09-17T11:13:50Z
6ffb36aaeff1c81e,Drive: The Surprising Truth About What Motivates Us,Default,34.95,GBP,4,yes,15,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,2026-09-17T11:13:51Z
f6d967cdadc6fbd9,Done Rubbed Out (Reightman & Bailey #1),Default,37.72,GBP,5,yes,15,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,2026-09-17T11:13:52Z
3a11bb962ff45b78,Doing It Over (Most Likely To #1),Romance,35.61,GBP,3,yes,15,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,2026-09-17T11:13:53Z
46c1530d7546ea6d,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,42.16,GBP,3,yes,15,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,2026-09-17T11:13:54Z
88c21fcd38e2486e,Dark Notes,Erotica,19.19,GBP,5,yes,15,https://books.toscrape.com/catalogue/dark-notes_800/index.html,2026-09-17T11:13:57Z
3b9a3b4624b7fd6d,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,19.43,GBP,3,yes,15,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,2026-09-17T11:13:58Z
a57b1dcbd6849222,Close to You,Christian Fiction,49.46,GBP,4,yes,15,https://books.toscrape.com/catalogue/close-to-you_798/index.html,2026-09-17T11:13:59Z
513271dadc1322ae,Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8,GBP,2,yes,15,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,2026-09-17T11:14:00Z
1f329c2e7d7de8bd,Big Magic: Creative Living Beyond Fear,Nonfiction,30.8,GBP,3,yes,15,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,2026-09-17T11:14:01Z
919e7cb2269a25d2,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,27.43,GBP,2,yes,15,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,2026-09-17T11:14:02Z
3f69e667a67e54d9,Beauty Restored (Riley Family Legacy Novellas #3),Default,11.11,GBP,2,yes,15,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,2026-09-17T11:14:03Z
7edc0527cf782e19,Batman: The Long Halloween (Batman),Sequential Art,36.5,GBP,2,yes,15,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,2026-09-17T11:14:05Z
47271d8e08b5d31c,Batman: The Dark Knight Returns (Batman),Sequential Art,15.38,GBP,5,yes,15,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,2026-09-17T11:14:06Z
05f7c6d9a4e582d3,Ayumi's Violin,Default,15.48,GBP,2,yes,15,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,2026-09-17T11:14:07Z
d24b829be2ca81c4,Anonymous,Default,46.82,GBP,4,yes,15,https://books.toscrape.com/catalogue/anonymous_790/index.html,2026-09-17T11:14:08Z
7ebfa6c1bee69e1e,Amy Meets the Saints and Sages,Default,18.46,GBP,3,yes,15,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,2026-09-17T11:14:09Z
bb8245f52c7cce8f,Amid the Chaos,Cultural,36.58,GBP,1,yes,15,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,2026-09-17T11:14:10Z
ffd54178acc9a6a5,Amatus,Default,50.54,GBP,5,yes,15,https://books.toscrape.com/catalogue/amatus_787/index.html,2026-09-17T11:14:11Z
d195e7f4ed697350,Agnostic: A Spirited Manifesto,Nonfiction,12.51,GBP,5,yes,15,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,2026-09-17T11:14:12Z
dd5bfa6cc2c0ecc3,Zealot: The Life and Times of Jesus of Nazareth,History,24.7,GBP,3,yes,14,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,2026-09-17T11:14:14Z
024387ca4cafd5cc,You (You #1),Thriller,43.61,GBP,5,yes,14,https://books.toscrape.com/catalogue/you-you-1_784/index.html,2026-09-17T11:14:15Z
047097293bb4d1c0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,37.34,GBP,4,yes,14,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,2026-09-17T11:14:16Z
3fb15ace50d6142b,Wild Swans,Young Adult,14.36,GBP,2,yes,14,https://books.toscrape.com/catalogue/wild-swans_782/index.html,2026-09-17T11:14:17Z
2b5054a4192e9b06,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65,GBP,4,yes,14,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,2026-09-17T11:14:18Z
44a10f1ac8ce822e,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,38.2,GBP,4,yes,14,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,2026-09-17T11:14:21Z
6fd646a334e6e133,What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,19.6,GBP,2,yes,14,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,2026-09-17T11:14:22Z
92275cedf6d8ee15,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,53.9,GBP,1,yes,14,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,2026-09-17T11:14:23Z
6a31307a81e8f3a8,Walt Disney's Alice in Wonderland,Childrens,12.96,GBP,5,yes,14,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,2026-09-17T11:14:24Z
4a1debca3135ff37,V for Vendetta (V for Vendetta Complete),Default,37.1,GBP,4,yes,14,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,2026-09-17T11:14:25Z
aba2db9afb1469c7,Until Friday Night (The Field Party #1),Young Adult,46.31,GBP,2,yes,14,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,2026-09-17T11:14:26Z
76c84daa539426e2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,45.95,GBP,2,yes,14,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2026-09-17T11:14:27Z
1d6443ffba9dfd80,Twenty Yawns,Childrens,22.08,GBP,2,yes,14,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,2026-09-17T11:14:28Z
6e44bcbeac7f4360,Through the Woods,Sequential Art,25.38,GBP,2,yes,14,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,2026-09-17T11:14:30Z
f0f38174a7e689a3,This Is Where It Ends,Young Adult,27.12,GBP,2,yes,14,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,2026-09-17T11:14:31Z
34c0d7c4ee5650af,The Year of Magical Thinking,Nonfiction,43.04,GBP,2,yes,14,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,2026-09-17T11:14:32Z
08b2f71d93836313,The Wright Brothers,Default,56.8,GBP,4,yes,14,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,2026-09-17T11:14:33Z
6875c5657661b2fb,The White Queen (The Cousins' War #1),Add a comment,25.91,GBP,5,yes,14,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,2026-09-17T11:14:34Z
c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),Romance,32.61,GBP,3,yes,14,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,2026-09-17T11:14:35Z
e9906e2f0d189745,The Time Keeper,Fiction,27.88,GBP,5,yes,14,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,2026-09-17T11:14:36Z
081305e6df719dff,The Testament of Mary,Fiction,52.67,GBP,4,yes,14,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,2026-09-17T11:14:38Z
1528279aec1f3dce,The Star-Touched Queen,Fantasy,46.02,GBP,5,yes,14,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,2026-09-17T11:14:39Z
00c4543ec6bd25b4,The Songs of the Gods,Default,44.48,GBP,5,yes,14,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,2026-09-17T11:14:40Z
e88fb1c9397cfb27,The Song of Achilles,Add a comment,37.4,GBP,5,yes,14,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,2026-09-17T11:14:41Z
012094e90a4b908d,The Rosie Project (Don Tillman #1),Default,54.04,GBP,1,yes,14,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,2026-09-17T11:14:42Z
6bdd909329435e80,The Power of Habit: Why We Do What We Do in Life and Business,Default,16.88,GBP,3,yes,14,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,2026-09-17T11:14:45Z
52cf2a5933ec5d8f,The Marriage of Opposites,Historical Fiction,28.08,GBP,4,yes,14,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,2026-09-17T11:14:46Z
4e812d32d64e2431,The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,10.4,GBP,1,yes,14,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,2026-09-17T11:14:47Z
f21effc079a2b38a,The Long Haul (Diary of a Wimpy Kid #9),Humor,44.07,GBP,1,yes,14,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,2026-09-17T11:14:48Z
2d88a31f325dfd3b,The Loney,Horror,23.4,GBP,1,yes,14,https://books.toscrape.com/catalogue/the-loney_756/index.html,2026-09-17T11:14:49Z
4881cc53f6c8892f,The Literature Book (Big Ideas Simply Explained),Nonfiction,17.43,GBP,3,yes,14,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,2026-09-17T11:14:50Z
3bc89353f7e3a3cc,The Last Mile (Amos Decker #2),Mystery,54.21,GBP,2,yes,14,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,2026-09-17T11:14:51Z
f72f61ad6a5f12ed,The Immortal Life of Henrietta Lacks,Add a comment,40.67,GBP,2,yes,14,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,2026-09-17T11:14:53Z
992974ba6a0536ea,The Hidden Oracle (The Trials of Apollo #1),Fantasy,52.26,GBP,2,yes,14,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2026-09-17T11:14:54Z
ddc8340dabc8641b,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,28.77,GBP,3,yes,14,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,2026-09-17T11:14:55Z
